Gene,MCF10A_R1,MCF10A_R2,MCF10A_R3,MCF7_R1,MCF7_R2,MCF7_R3,MDA.MB.231_R1,MDA.MB.231_R2,MDA.MB.231_R3
C6orf136,2.12743097370366,1.97397036529227,1.94702436479771,1.58373717727424,1.29704065201761,1.65647381984639,1.29855823814386,1.56741873480041,1.67501425273557
C6orf141,3.33403361550574,1.11858320699895,7.44349137692577,12.0477149556933,8.95768700299659,8.89823757071327,0.721421243413255,1.16205182062789,0.80000680727669
C6orf183,0.222268907700383,0.164497530441022,0.0861515205662705,1.9796714715928,1.56050203445868,1.59276328831383,0.144284248682651,0.0810733828345038,0.150001276364379
C6orf203,7.33487395411263,4.3756343097312,7.16780651111371,6.6177589193245,5.9380142350181,5.4578688679554,3.6792483414076,3.81044899322168,3.37502871819854
C6orf211,40.3576830981695,15.8904614406028,32.2895899082382,233.035613227495,174.857292900123,184.590646693651,26.9090123793144,25.646213436648,28.5252427219595
C6orf223,3.74681872980645,1.97397036529227,8.61515205662706,0,0,0,1.15427398946121,2.62137271164896,1.62501382728078
C6orf226,0.920828331901586,1.97397036529227,0.930436422115722,1.04639777784191,1.45917073351981,1.38039484987199,1.29855823814386,1.54039427385557,0.80000680727669
C6orf47,18.9881152578327,16.1865569953966,15.3349706607962,15.0172221630825,19.4353435200763,18.1362646429335,17.7108915257954,15.9984808793421,16.9001438037201
C6orf48,22.9572028953395,54.1525870211846,24.2258075832353,52.489575018232,68.5202256948676,57.8491626315584,53.0244613908743,62.3184069387886,52.4254460893506
C6orf52,0.889075630801531,0.460593085234863,0.689212164530164,1.64029921931975,2.14822357990416,1.44410538140454,6.63707543940195,6.53991954864997,4.67503978002316
C6orf57,3.20702281110552,4.14533776711377,4.49710937355932,3.56340864886704,3.95192073661614,3.31294763969277,3.46282196838363,4.72928066534606,3.57503042001771
C6orf62,157.207623146371,106.8246962684,111.497297916867,156.196079108672,137.405244073115,149.295012224616,125.888006975613,119.880508751286,127.001080655175
