Gene,sample_group.cell_lineMCF7,sample_group.cell_lineMDA.MB.231,AveExpr,F,P.Value,adj.P.Val
C8orf4,2.22766195800954,-0.0605759448514254,0.782937949237463,46.4385411041254,4.0349895120691E-05,0.000209504221071963
PRDX1,56.4756196341429,-86.3345464899754,254.861154657502,46.4319150064783,4.03710448527167E-05,0.000209532185936084
GM2A,-50.4766785374133,-51.1632078859981,30.0975063156885,46.4221098867972,4.04023670997405E-05,0.000209612905343384
NUAK2,1.42739138722158,1.96267873280655,1.29351219784563,46.4168282067425,4.04192519113779E-05,0.000209618687634036
RCC2,42.1896171878964,-40.833310749612,88.8183650249731,46.3869864797125,4.05148178362961E-05,0.000210032355179426
DLGAP5,29.4216678525834,116.990211070671,78.7894945921303,46.3263244986601,4.07099560972028E-05,0.00021096169062145
NRP2,-177.644256066526,-169.761542971664,62.154471463926,46.3093923135336,4.07646335221333E-05,0.000211162708018782
POP5,11.7319310600065,3.2641380589455,9.62701844935785,46.2864173853343,4.08389711354756E-05,0.000211436450243748
SEMA3A,-11.6846834126227,27.167953941686,17.1736627636613,46.2832313868156,4.08492931256354E-05,0.000211436450243748
JRKL,-6.39414678825454,-0.00226593100177391,6.12637371105983,46.2590400521869,4.09277747012838E-05,0.000211760210716024
DIDO1,43.0485391684464,1.45779001291754,76.1420143488766,46.2184827497297,4.10597743972469E-05,0.000212305801742354
ARHGAP32,-54.1886892544067,-58.3973380175705,33.8439212913158,46.2122874514624,4.10799847609709E-05,0.000212305801742354
H2AFY2,7.8693368463827,-9.604012558547,9.0257873211589,46.2119332267863,4.1081140692246E-05,0.000212305801742354
CCDC47,95.4528544842101,-10.2277234279128,99.554099604803,46.1774201715423,4.11939615130479E-05,0.00021277844893547
DHTKD1,33.1217543321335,-11.7509522136512,45.7697209844747,46.1741676147546,4.12046138699894E-05,0.00021277844893547
MYL12B,73.7685440278437,-42.272242600949,227.580860978635,46.1621880636943,4.12438774855657E-05,0.00021289849302452
OSMR,-56.6862444081315,-12.891480187336,35.8746365441491,46.1116777016795,4.1409943423672E-05,0.000213642801394313
LIMS2,-0.0246737531519933,1.08944449007712,0.386676280075098,46.1085618051427,4.14202151063154E-05,0.000213642801394313
B3GNT7,0.00645873941392058,0.965357907504005,0.413232000679491,46.0800259251567,4.15144332170048E-05,0.000214045712304278
CNTROB,3.92042962507075,18.2724293426686,15.814607956504,46.0651075343033,4.15637965992015E-05,0.000214217132375566
CIDECP,2.99570474362284,3.17190332709316,3.45674091353855,46.0475698432758,4.1621920889619E-05,0.000214433555218921
SLC5A6,44.4703788848527,-3.14343186564574,29.6291631011606,46.0364623808585,4.16587863865465E-05,0.000214540328806655
POLR2L,-14.6676937103199,30.6619324710583,38.4382797167686,46.0148996614683,4.17304693934127E-05,0.000214826258395523
LZTFL1,-6.13655669143673,7.00913353099013,9.3439370080099,45.9812693848369,4.18425779656433E-05,0.000215319994703574
PPP4R1L,4.02487242501734,4.19876184899243,4.52106917933329,45.9450517145557,4.1963733394517E-05,0.000215838747623698
DPYSL2,-68.804909636485,117.654176141605,110.53342440422,45.9414331354575,4.1975862368888E-05,0.000215838747623698
SCG2,-0.198504675397591,2.38835096904773,0.984079669106227,45.9184585168375,4.20529724826283E-05,0.000216110934881407
SLC25A5P5,2.93323108192119,1.97119798779907,2.62331338810015,45.915976293253,4.20613142144296E-05,0.000216110934881407
BFSP1,-0.2473167591381,3.6000078599592,2.73311667142397,45.907592216563,4.20895049507194E-05,0.00021617221785354
RWDD2B,10.0165062782054,-0.519995873254792,12.4106781917064,45.8662510481351,4.22288571493705E-05,0.000216753672801294
LDHBP2,-6.33534985424916,3.24219253448775,5.32047984139886,45.8643347786537,4.22353304660962E-05,0.000216753672801294
PBLD,1.99929433603284,-1.96216099763201,2.76756314549349,45.8318015269398,4.23454201242238E-05,0.00021715707545816
EIF3EP1,6.76564838528224,0.686064123084878,6.41787468076031,45.8278580135048,4.2358789004244E-05,0.00021715707545816
C2orf27A,2.54453768728991,2.70606813305554,2.27097871810509,45.8266317033443,4.23629473866242E-05,0.00021715707545816
ARMC4,0.0722517302215337,2.16878200252307,0.763721180982022,45.7576658510276,4.25976326773332E-05,0.000218275918869357
STARD4,-11.5233402763274,47.1448469829716,30.6681626846502,45.7477900783941,4.26313721168019E-05,0.000218314431756513
TPM3,26.6122333416038,141.945203417571,144.127026792627,45.7458518846172,4.26379976557258E-05,0.000218314431756513
TMEM171,0.052022904352157,1.26395577845807,0.539715746819197,45.7173350635352,4.27356288533512E-05,0.000218730064966786
GRB14,1.39388795301371,-2.95491100304798,2.48659466004212,45.6787034402614,4.2868335853426E-05,0.000219295804043887
RNASET2,4.67890101967,-0.173180754172739,4.82376495446617,45.6709098261936,4.28951708583592E-05,0.000219295804043887
DKK 3.00,-0.122883932857943,1.43810227035665,0.568368993305574,45.6707683077731,4.28956583293789E-05,0.000219295804043887
DGKI,-0.161970733347381,1.03101355123114,0.472564988600681,45.6427684681558,4.2992242376165E-05,0.000219705069459433
WARS,32.9979518217075,32.4857967504139,57.7904514960729,45.6305371848215,4.30345189334091E-05,0.000219836597103333
RNFT2,3.53722478890471,3.78608454212063,3.11469104419548,45.6041936886398,4.31257500902898E-05,0.000220218006223639
SNX12,1.29210935019673,23.0844719349387,40.9148229115751,45.5956813720702,4.3155281118098E-05,0.000220249695303984
KRT18,1186.41738561971,29.243708181044,527.549282983375,45.5928538409915,4.31650960176707E-05,0.000220249695303984
PDE9A,2.21038050854909,0.473200668083523,1.23212419593064,45.5826211687199,4.3200638917896E-05,0.000220346466806091
COL9A2,1.56706211644366,2.80387128239315,1.5165450385256,45.5755072470398,4.32253704979601E-05,0.000220388041679664
SFXN1,96.0937818249136,24.1278008184391,94.1016131880329,45.5672215036213,4.32541982504785E-05,0.000220450461328742
G6PD,88.4270566256134,13.6489842549234,67.8564136630286,45.5314810879788,4.33788222044536E-05,0.000221000883381218
ZNF512,-2.38466208308131,1.91284945844708,4.36166992715939,45.5121159537208,4.34465344757706E-05,0.000221261048372392
FLRT2,-4.36300862024877,6.9168118042561,5.26314715734721,45.4826374137281,4.35498633517837E-05,0.000221702330016051
PLEKHA7,-9.62807504007248,-11.5093621028037,9.14846125701292,45.477466448256,4.35680204180512E-05,0.000221709849692472
PAQR3,-0.155502206264803,18.6910413531463,15.1733193816701,45.4478416842577,4.36722260250614E-05,0.000222155081639922
IREB2,54.9416661363459,-20.5410304683813,61.8529395853439,45.4298406111246,4.37356973861698E-05,0.000222371963770718
INTS7,-8.4475284947075,22.5078943465299,25.8696664519642,45.4262642774493,4.37483211902217E-05,0.000222371963770718
ZNF823,9.2187908470246,1.36103138266603,7.21184021184111,45.4192483211287,4.37730994763569E-05,0.000222412858654333
BICD2,-5.25990514235956,15.1285176293091,36.7621369503652,45.3874915267549,4.38854748910405E-05,0.000222898636702984
GLS2,0.649192217768831,-0.749656132296637,0.899027001785304,45.3547576497247,4.40016857573719E-05,0.00022340351683995
C4orf27,-0.247606223401009,7.57575801682293,7.46137479166621,45.3405219426579,4.40523450381674E-05,0.000223530425364998
GPX7,-7.85046229341888E-17,1.11207369479625,0.370691231598751,45.3347479838494,4.40729130795465E-05,0.000223530425364998
KIF2C,15.5214679444372,71.2576667379024,50.2470576867344,45.3335639111139,4.40771324768026E-05,0.000223530425364998
PSMD12P,4.51968775384818,0.496835143990814,3.85285839509614,45.2931845457697,4.42213256733108E-05,0.000224176148302688
PDCL,7.5663810474804,20.3851238843394,23.8324259836974,45.2183862954012,4.44899895851497E-05,0.000225452131744495
FAM196B,-0.340526594401785,2.01222306173119,0.897758750178252,45.2037825194869,4.45426821151798E-05,0.000225633129068205
SCNM1,12.1627818355366,5.3867496853085,13.4413327685251,45.1989876236829,4.45599998109544E-05,0.00022563486380465
LYSMD1,0.0188567546122103,-3.01771762480647,3.78803464563078,45.1840686813391,4.46139363555235E-05,0.000225821950509375
ZNF708,7.39386512681692,-0.38609952599479,6.64601697609809,45.1735158606617,4.46521373480731E-05,0.000225929276600909
PEX7,2.483850050693,-2.02940901269307,3.99681704617958,45.1679248191957,4.46723933829643E-05,0.000225945758312923
DYNC1I1,0.0103673401540417,1.47845476973413,0.595492922273439,45.1217231626866,4.48402201151857E-05,0.000226664547686427
BCL11B,3.82401317722249,-2.23307776943422,3.00462069030305,45.1194184081013,4.48486127306126E-05,0.000226664547686427
CBX1P1,2.31529822503827,0.783374394832343,1.71746470270394,45.0921756078167,4.49479646591568E-05,0.000227080329247249
GLE1,18.9352513389054,25.7406070372809,37.7635361845655,45.0571261615616,4.5076191959624E-05,0.000227641619881201
ZNF14,8.60283560691924,1.35800784183883,7.23477033339212,45.0446093289964,4.51220952510897E-05,0.00022774210929327
ANAPC10,0.674780328331206,6.21758087208783,7.05099154221015,45.0395333604589,4.5140727139031E-05,0.00022774210929327
CSNK2A1,-10.7952612077089,13.6623657486296,53.6772901537567,45.0376911438419,4.51474915729587E-05,0.00022774210929327
ADIPOR2,62.4257922836868,19.5606104931266,79.0524245340023,45.0259171681964,4.51907543853754E-05,0.000227873864677697
KLHL12,17.7175225418676,1.8666860123059,25.6419329247454,45.009664202375,4.52505602252521E-05,0.000227972271235436
TNFRSF19,-0.51193758107797,2.30454687138164,1.2928934243801,45.0092145727277,4.5252216128749E-05,0.000227972271235436
IL17RB,1.07808637857399,-1.05304042538871,1.06138907645047,45.006633523494,4.52617231259642E-05,0.000227972271235436
ZSCAN12,-6.08395623108303,-0.580095266139768,5.12331502016639,44.9802806805476,4.53589338976437E-05,0.000228349736327106
CEP41,-2.91733840796873,9.0863881394243,14.0071355446107,44.9743480183896,4.53808543944208E-05,0.000228349736327106
FER,-34.2163454813212,-10.7792111405733,27.2534510671669,44.9723597755806,4.53882036846384E-05,0.000228349736327106
TSPAN14,-58.1708848113634,-61.2085327763109,37.7031723492967,44.948252331709,4.54774323930267E-05,0.000228712081486232
PPP1R15B,47.8706081907911,5.45324157475733,82.242314681082,44.9066644789855,4.56318775547556E-05,0.000229402010763166
FOXM1,13.5751296073753,51.7696675083734,34.0377110935682,44.8960500995134,4.56714013101648E-05,0.00022948037052257
RELL1,-1.39219933720329,11.5694486940454,12.0013283685593,44.8928795980453,4.56832153092227E-05,0.00022948037052257
MBNL1,-16.7373624557431,75.6943815957991,100.195110830169,44.8885758223608,4.56992582585948E-05,0.00022948037052257
NOP9,7.29811623166806,-23.4630025552509,31.8046091888624,44.8651133955861,4.57868418949788E-05,0.000229833346853496
RPSAP52,-0.0631777817485984,1.25191065229224,0.459422071929811,44.8427199629032,4.58706309541377E-05,0.000230167016475047
SLC25A25-AS1,-2.72599957676722,-3.15104605008469,1.55370002669505,44.8314668077661,4.59128090628706E-05,0.000230291720024029
FAM45B,4.30047716624159,9.62028143052356,9.79929148613316,44.8155011794252,4.59727333265618E-05,0.000230505307950456
MFI2,-28.0197855796963,-18.5094273334516,15.0046981609911,44.7976523264009,4.60398418138732E-05,0.000230754742605582
SKA2P1,4.59272690855724,3.23014941921378,3.85234474038413,44.7687807186365,4.6148653489337E-05,0.000231156934533486
ARL 2.00,3.02234998216331,16.5241874568261,11.1163774984023,44.7629349968023,4.61707240618825E-05,0.000231156934533486
KLHL23,5.6286530628057,12.6030446895573,9.44781990240415,44.7625286838336,4.61722585906113E-05,0.000231156934533486
ZNF326,-11.5144189058759,-10.122701694517,8.89052971202761,44.6874456073844,4.64569244818584E-05,0.000232494518152433
KIFC1,15.4570829114477,46.1404907005451,32.2552361236962,44.6620377812741,4.65537511913493E-05,0.000232891404153336
HIST1H3E,21.3024442222104,-2.94304389776109,9.07185215955915,44.6435962722732,4.66241880866693E-05,0.000233156022591425
TTL,4.93836725061597,44.6233033377577,43.1427015480776,44.6144574477072,4.67357550484047E-05,0.000233626045920796
FKBP9,-62.2866982912311,-58.7995892115937,53.8082100297672,44.6046770721031,4.67732770618174E-05,0.000233725713799127
PPP1R26-AS1,1.05101100683866,-0.348367977701479,0.82183086797094,44.5964310727776,4.68049417830973E-05,0.000233796048921807
MAT2B,-31.9862818267201,0.788053459984566,53.4165176128244,44.5802151028964,4.68672895190521E-05,0.000234019538800616
ZNF442,0.917625987144766,1.26290674046752,0.72684424253743,44.5674705390213,4.69163631868241E-05,0.000234176605136788
CHMP4C,-1.2550461522199,-10.6625752251128,7.96524328240077,44.548459734708,4.69896848700953E-05,0.000234454538773764
SKIL,85.003386490968,-21.1726350193924,64.1717009075929,44.5306025062079,4.70586879803801E-05,0.00023471072444098
DOCK9,-40.2580506228536,26.3846335095539,50.8859388070485,44.5093880757,4.71408286460402E-05,0.000235032218440798
SLC45A3,-0.21614385348531,3.85722760707841,3.11623034350405,44.4926143427616,4.72059022522166E-05,0.000235268411224771
TWSG1,-22.2673743269473,62.7443744810439,67.519723576044,44.446082307548,4.73870121188608E-05,0.00023607607065785
PRUNE2,-3.19892600738471,-3.33695104408375,1.1666587645034,44.4418627516997,4.7403478226437E-05,0.00023607607065785
KDM5B,86.590243289125,-21.6882579356849,91.3878482050764,44.3922585796351,4.75975877979895E-05,0.000236953983899205
KRT18P4,3.29295683720852,0.201921608576897,1.41673271886681,44.380080855588,4.76453932197924E-05,0.000237103169853044
APLN,0.0856777950089124,2.2123511580767,0.766009651028539,44.3703038605462,4.76838177012954E-05,0.000237205578175755
AK5,-0.0262821850756641,1.72756606048555,0.600132230274884,44.3379329399024,4.78113152912726E-05,0.000237750842817656
PDZD11,2.9625968296897,14.4856645120283,16.742434016172,44.3324108636047,4.78331073479481E-05,0.00023777025537357
N6AMT2,2.59347100781893,-0.756696047395094,2.67555237743366,44.2782490131363,4.80475089813481E-05,0.000238746725001898
TACC2,-15.1074520009958,-9.62447460178064,12.0718921625047,44.2682936555517,4.80870483039544E-05,0.000238853245498644
HIST1H2BC,45.5754042473156,117.649563711606,98.6006009055902,44.2638058881881,4.81048855100714E-05,0.000238853245498644
AK4,-30.9956462757078,-23.4282099481007,28.5054730836052,44.2536494354298,4.81452842000467E-05,0.000238964569674018
WDR60,-7.69548687365723,-4.69617021846515,7.47167343053204,44.2394463302148,4.82018501989093E-05,0.000239156025697612
NMRK1,-4.77731612242061,-9.03125436864001,5.3793189825291,44.2244105398605,4.82618230999381E-05,0.000239364236061335
BIRC5,32.1548730042796,85.6675917645509,62.1022806625872,44.2063883202987,4.83338309320646E-05,0.000239529965525994
FAM188B,-0.937660563846151,-1.08475238916268,0.539664298231598,44.2043981388233,4.83417909448078E-05,0.000239529965525994
SYT2,-0.0232762200443613,1.92646070995701,0.678260838088489,44.2025210466657,4.83493001434127E-05,0.000239529965525994
CHST15,13.9671733131415,51.4092655660087,39.9504375285027,44.1810824681411,4.84351675117272E-05,0.000239780022442158
SAR1A,11.35157982004,74.4359564739512,94.2040384009202,44.1809114720855,4.84358531640982E-05,0.000239780022442158
EHD3,3.3588192749455,-0.25899290597015,1.62862079901018,44.1546673183065,4.85412298757342E-05,0.000240212221708213
LINC00601,-0.504918054613526,1.32834546485634,0.779393858027797,44.1335479717439,4.86262375229732E-05,0.000240543337981153
MYBL1,12.0202857126874,30.1310865682073,17.5839926608343,44.121319248116,4.86755445827625E-05,0.000240694178365952
ERHP1,6.38588127281078,4.78797355142346,8.0561933037495,44.1149468282912,4.87012634050646E-05,0.000240694178365952
ZNF717,-3.91646780862102,-1.55430761206769,2.09287600172478,44.1125219060734,4.87110547550716E-05,0.000240694178365952
DDX10,-3.14170185685873,20.1447454391483,20.2974125769125,44.104629566225,4.8742939494425E-05,0.000240727867107134
SLC38A6,4.32484033517222,5.08426968175867,5.31319616381904,44.099787413809,4.87625145192257E-05,0.000240727867107134
CNNM4,-1.84038562279451,-21.0335027819742,18.3008128665787,44.097391290303,4.87722047938243E-05,0.000240727867107134
FSTL1,-86.3968640922488,23.8327943321464,65.8623373431798,44.0906004523517,4.8799681026843E-05,0.000240774075801335
HIST1H4A,10.9576536995546,38.8421829022775,23.7004716631291,44.0561215005803,4.89394845004497E-05,0.000241332375294717
NPAT,-9.11661479375863,16.0808776230625,25.5721015917724,44.0537426396614,4.89491486453926E-05,0.000241332375294717
FAM111A,-17.0180997865389,48.3226479628815,54.1625017886787,44.0375509441072,4.90149910164863E-05,0.000241567393619257
MAPK8,1.58567412898244,16.9735471723452,24.2475280580796,43.9825158042332,4.92396172517707E-05,0.000242584504266322
ZNF671,-0.502808910970076,2.15338580256704,1.07861064224683,43.9493471131983,4.93756174369975E-05,0.000243130704162833
LTBP1,9.67499209249624,26.0917977140455,26.611999194715,43.9465598061496,4.93870675022307E-05,0.000243130704162833
ERAP2,-3.86037829939876,2.3878921196761,3.44641264582732,43.9391494008397,4.94175250925411E-05,0.000243190575168477
CLIP1,-36.0500349462005,-19.9575882506635,61.5147571909934,43.9277097699304,4.94645893914642E-05,0.000243332095555641
SH2D5,0.85843134553597,2.82640233381471,1.47439437204946,43.918093551861,4.95041952842957E-05,0.00024343683452418
SLC9A3R1,91.0565750205255,-2.94773228621719,63.9814942143193,43.900408305461,4.95771383364293E-05,0.000243705370846087
STX12,-12.249996237158,-17.7479751708993,22.6123351948086,43.8699475819595,4.97030894869188E-05,0.000244234183164556
PYURF,-1.92140996159103,16.1121389256639,27.2332906906806,43.8266100182943,4.98829752823269E-05,0.000245027534165813
CES2,-41.3317550747278,-38.1718952762828,21.8001628222939,43.7572479966585,5.01725815528183E-05,0.000246359052087204
QSOX1,-88.56126205462,63.9018105048816,122.063769823878,43.7298143319534,5.02877051470266E-05,0.000246833152442495
FOXN3,-0.337966213037111,17.3527265325099,15.9942162870401,43.7188775432179,5.03336927757645E-05,0.000246967679725161
CHSY1,13.770698745685,19.203489153306,27.3210321717285,43.7066887183401,5.03850070334171E-05,0.00024705060348603
SPG21,19.9201871790882,16.0454300261513,38.7698680398242,43.7060338061042,5.03877660284854E-05,0.00024705060348603
USP37,26.8365791867146,9.4184243969438,31.1726623211011,43.7005219000182,5.04109939141432E-05,0.00024707335217802
TMEM51,1.26587939147037,-1.45718796224773,3.57879253886299,43.6492552307382,5.06276811911276E-05,0.00024804391389328
TPCN1,-53.7741082854467,-39.3591923087059,28.7503939309386,43.6263390429781,5.07249170663099E-05,0.000248428738999776
LEO1,33.3945970111619,2.64909210634087,25.5894387817821,43.6210196619096,5.07475211728117E-05,0.000248447901078826
PABPC1,6.97535248522368,-265.231800371728,259.736893411356,43.5841419037453,5.09045759604269E-05,0.000249125045532399
AADAT,1.61505928010672,1.54815233555552,1.56690266144376,43.575438358204,5.09417312075444E-05,0.000249215123743349
CCNL1,-30.7062291533807,-40.2677778615919,36.1417180246771,43.529475608993,5.11385087265415E-05,0.00025008574613436
FANCE,3.5281101473508,10.2055053169964,7.85951626086732,43.5116901681999,5.12149075170286E-05,0.000250367249252057
HMCES,19.9965531139284,5.5846960562797,25.8834321700676,43.4681229786037,5.14026579287561E-05,0.000251192694554789
PPP1R3C,19.4342888643237,0.156024825178167,11.3279280609622,43.4625796560721,5.14266082669841E-05,0.000251217374893331
ARMCX5,2.61763590609292,7.52955467647277,8.86255041617873,43.3888225030159,5.17466139138078E-05,0.000252687726723855
CTPS2,14.3974136618638,-7.1457623534233,17.3702668613436,43.3829682885548,5.17721197838047E-05,0.000252719433039417
LGALS3,-93.9867808265464,-119.000981216089,112.186177345695,43.3540966973761,5.18981389131942E-05,0.000253241579454544
TRERF1,-5.06601495019975,12.269022129852,14.439383666538,43.3468423449825,5.19298631066735E-05,0.00025330339097758
SUCLG2-AS1,-0.303062877044421,1.74608736271883,1.11842687656663,43.3152495324781,5.20683056067016E-05,0.000253885516553293
RALGAPA1P,13.7737826135667,-4.06500379150223,14.8697718498946,43.3031698998202,5.21213616056114E-05,0.000254043570694558
ASB2,0.0232613750182396,6.1872759419757,2.07017910566465,43.2962523569834,5.21517751940092E-05,0.000254043570694558
ODF2,32.1330852963885,15.3202801499523,30.8610848027023,43.2948240102804,5.21580578111231E-05,0.000254043570694558
TCEANC,0.69767345205724,-1.21283951302357,1.25564391573894,43.2765084528314,5.22387031877664E-05,0.000254343165850473
PTGFRN,-58.2076826574491,-90.7882536687465,41.4813171232925,43.2689631403364,5.22719713694498E-05,0.000254411952926667
RPP30,8.58598717887589,18.5640462248953,18.2960138782769,43.242181365958,5.23902695732591E-05,0.000254894386225388
EFTUD2,11.5426650552587,46.0082992845905,79.8445202785879,43.2298332145119,5.24449255750247E-05,0.000255011526313832
STAT1,46.4068111607631,4.97107982980498,67.5292729029067,43.2246176521011,5.24680323791272E-05,0.000255011526313832
GFOD1,-44.6572680986775,-48.4201312471424,24.15143456808,43.2227851397235,5.24761540863159E-05,0.000255011526313832
KIF3A,-10.9701337728477,-14.1824018789623,14.2668594764551,43.2194166018761,5.24910875710687E-05,0.000255011526313832
TTC9,-15.5203981932859,-18.9292593364425,11.0199141925219,43.1946811555626,5.26009083405344E-05,0.000255371397120435
C17orf67,1.93598489976963,0.442501111076789,1.38827009942951,43.1940785187359,5.26035875199932E-05,0.000255371397120435
SNORD3B-2,-1.16706375560518,14.3611098245963,6.62988055487745,43.1717667421379,5.27029006048265E-05,0.000255760114946825
MRPL14,10.6736731089585,26.4222020671843,30.6277868963392,43.1541564835687,5.27814521672904E-05,0.000256047832922491
ALG10,12.3141043536751,-1.11886622495645,9.03611916577559,43.1465040357459,5.28156319877759E-05,0.000256120167961152
TBC1D7,3.74249554111749,-3.65036539735531,8.19035241911483,43.0877751032499,5.30788696770495E-05,0.0002572935524253
DUSP16,6.37663882765743,-33.4537573813135,34.9841714263009,43.0838959661285,5.30963146481039E-05,0.0002572935524253
MED17,-4.7131135235695,16.1605397004945,21.514902053489,43.0775464259063,5.31248848137654E-05,0.000257338181102249
SMEK1,60.6213509892793,9.20115815042703,72.9082343413825,43.0700166859393,5.31587902902737E-05,0.000257408612217966
TMEM18,15.6939458159744,1.66317045032464,20.6461967630708,43.0359837569226,5.33123743674067E-05,0.000258058295736187
FRAT2,3.44775311076733,-6.61735522077015,9.5860909551056,43.020817505843,5.33809955077062E-05,0.000258296393261169
CEP104,-7.68235335873706,-13.3533422458192,13.4921361407724,42.9762950899417,5.35830805917315E-05,0.000259089960459311
SDHC,-22.5018965871575,-11.0211752947183,18.880806758327,42.9760967590436,5.35839829448274E-05,0.000259089960459311
ANXA9,19.1483956235046,-2.58036726466821,8.26217138661654,42.9631420549267,5.36429646092324E-05,0.000259280831122152
FEZ2,-8.18318432303954,11.2184572667148,26.9142913688134,42.9229668787578,5.38263959091935E-05,0.000259998370228287
VSIG10L,-1.26185351691543,-1.60559846104242,0.943673228829707,42.9216948771739,5.38322164003167E-05,0.000259998370228287
RPL31P2,2.95047239857146,0.646206486131494,3.21163646045549,42.9177879598552,5.38500987991629E-05,0.000259998370228287
VASH1,3.67605526674698,0.91012606714175,2.14611152826939,42.9067515565737,5.39006538093521E-05,0.000260147963120518
CKB,4.20686340730806,13.5832811698444,8.19885067948256,42.8683408874292,5.40770669883312E-05,0.000260904673106678
NDRG3,-9.4671396580003,14.5859825498053,22.3222649083886,42.8636175560693,5.40988102181149E-05,0.000260914871342229
ZNF281,17.0579029115724,19.3933257369668,27.3158644689665,42.8565985970144,5.41311412678767E-05,0.000260976107991519
DOCK11P1,0.131397176948571,1.92365048573444,0.752131832596383,42.8522757825405,5.41510652392415E-05,0.000260977505134154
KATNAL1,-1.724352085148,20.1737587161641,16.9120318212955,42.807121599301,5.43597314278249E-05,0.000261888202297444
ALDH6A1,40.2007214686955,2.34154487395994,37.9244887643056,42.7954091453482,5.44140211293316E-05,0.000262054771322853
PELO,2.41341516741157,16.925832165699,23.18481698646,42.7661604150914,5.45498916119895E-05,0.000262613965703211
NAMPT,-16.8117269435535,76.4026489674797,71.9251239402247,42.733252963428,5.47032658056648E-05,0.000263256990980773
ACSL5,-23.4675498436854,65.1604276948096,37.4373427489438,42.6942982972082,5.48855225283139E-05,0.000264038496361328
CSRP1,109.403214327303,39.1950221827502,98.3397814926573,42.5729619715255,5.54581058715052E-05,0.000266696506238801
AP4E1,32.049372175103,-5.73184026694066,32.7804097502194,42.546554947045,5.55837085191571E-05,0.000267203853033142
AMOTL1,-49.1730748467656,-17.832395106798,56.0948765028246,42.5401435168604,5.5614257577569E-05,0.000267212181439296
RAB23,6.76171895971289,17.718536471352,15.3953679846004,42.5377542123945,5.5625647460317E-05,0.000267212181439296
HIST2H4B,1.48201385634872,1.24614739137742,0.992692596965144,42.5191551715622,5.57144094478123E-05,0.000267491377462372
MKKS,7.06020398156573,20.4260545923837,26.9590846571035,42.5171443977688,5.57240162649194E-05,0.000267491377462372
PTPN20A,-3.1337152543188,-3.08633370174128,1.06036560229877,42.511408823165,5.57514303436797E-05,0.000267526358169022
TMBIM1,-134.401169740767,-52.2090468985011,73.9637255305495,42.4971052249549,5.5819870161156E-05,0.000267758106886353
NAA30,36.9884938560611,7.8965856749591,36.1574036172589,42.4394325304412,5.60968906844565E-05,0.000268989852445093
IMPACT,0.0750443932955336,-16.8456127251212,20.5342209325838,42.4080260353325,5.62484694437182E-05,0.000269619421509521
FBXO8,-7.69041912738828,8.02463251760537,14.5553647400859,42.3638828139996,5.64623872260964E-05,0.000270547242613293
GABPB2,7.53701342015102,-1.48013166801231,9.14794270070039,42.3525968899471,5.65172420048487E-05,0.000270712497559801
ARHGAP29,-129.729669659969,2.90496178483119,99.3151701321045,42.3221344224469,5.66656367296918E-05,0.000271325519960758
AGO4,-13.5905038767154,-13.8781031746897,11.9075993651085,42.2932720403465,5.68066866885221E-05,0.000271902945431702
TAF5,6.1857422888945,13.5723628872994,10.3013369142162,42.265765274289,5.69415206942352E-05,0.00027245021348732
PCSK7,-25.3425336495858,-23.1258192929889,16.5886623520968,42.2526188074633,5.70061040573334E-05,0.000272661077772607
USP31,-12.2475236638497,-21.3259881311179,16.8891953755614,42.2459814908688,5.70387453594281E-05,0.000272719065941554
IGF1R,64.1424299797177,-31.2343900571631,54.7846676759605,42.2341907562814,5.70967880494011E-05,0.000272898420263444
PLAGL1,-2.73097994673917,-3.49778764408483,1.42153178047683,42.2299862135711,5.71175037767958E-05,0.000272899302732268
WWC2,-28.4299246012162,-2.68608485463103,33.8067305849637,42.2125906726525,5.72033113536664E-05,0.000273211072408528
ACSS1,1.34994199514392,1.28477284712945,0.87823828075779,42.1973788225527,5.72784795474761E-05,0.000273471821172792
HYPK,-1.10351033438967,-1.3979530377865,0.858420668365684,42.1795327536489,5.73668220906941E-05,0.000273795260046501
FAM115C,-2.59388504889642,-2.00826732472823,1.55014227099051,42.1264900357738,5.76304048890233E-05,0.000274954537611234
IFI27L2,-2.24941747498028,6.50456628816724,6.86621580175135,42.1171847603716,5.76768012394604E-05,0.000275001175755166
CNP,-17.0216103710345,22.8673109604164,41.4574060800821,42.1162311344867,5.76815586823204E-05,0.000275001175755166
WDR73,14.4040193896063,-6.35918133412083,21.2336220125173,42.0970951584383,5.77771279474159E-05,0.000275358043986035
GNAZ,2.98724156923244,-0.365904820343267,1.52329830269897,42.0803872376076,5.78607329733451E-05,0.000275590152255012
NAP1L4,-19.0203768802397,17.5859130646452,53.8403174501192,42.0790766897709,5.78672972422312E-05,0.000275590152255012
NCBP2,30.8411843814266,3.23142988604147,42.3074697521748,42.0557998775396,5.79840414273837E-05,0.000276047234474493
TTC12,-6.02623549596792,5.4736839956608,9.39644633974926,42.0491644456595,5.80173751924713E-05,0.000276107035824679
EFCAB7,-3.98745886188332,-3.10150620369346,2.9850817959305,42.0203651287895,5.81623295570853E-05,0.000276697811192834
TFAP2A,-19.2063988803984,-21.3963055159653,8.27342379207452,41.9892747274452,5.83193243805239E-05,0.000277345423851851
ATP13A2,-0.533313630030908,20.1977395620629,21.0557434252831,41.981598248615,5.83581692732412E-05,0.000277430896273219
